candidate_id,skills,experience_years,job_role,shortlisted
C15865,"Spring, Java",9.2,Backend Developer,0
C15866,"Docker, Terraform, Linux, Kubernetes",2.6,DevOps Engineer,1
C15867,"Firebase, Dart, Swift, Kotlin, React Native",8.4,Mobile Developer,1
C15868,"JavaScript, TypeScript, CSS, React",2.7,Frontend Developer,1
C15869,"React Native, Swift, Kotlin, Firebase, Dart",7.5,Mobile Developer,1
C15870,"Firebase, Swift, Dart",2.8,Mobile Developer,1
C15871,"Kotlin, React Native",5.2,Mobile Developer,0
C15872,"Docker, Linux, CI/CD, AWS, Terraform",1.4,DevOps Engineer,0
C15873,"Dart, Flutter",4.3,Mobile Developer,0
C15874,"Flutter, Firebase",7.6,Mobile Developer,0
C15875,"Kubernetes, Linux, AWS, Terraform, Docker",3.6,DevOps Engineer,1
C15876,"JavaScript, HTML",7.4,Frontend Developer,0
C15877,"Linux, CI/CD, Terraform",3.2,DevOps Engineer,1
C15878,"Kotlin, Flutter, Firebase, React Native",8.3,Mobile Developer,1
C15879,"Statistics, TensorFlow, Pandas, SQL",2.5,Data Scientist,1
C15880,"Java, Docker, SQL, Spring",9.5,Backend Developer,1
C15881,"Pandas, SQL",10.0,Data Scientist,0
C15882,"Redux, HTML, TypeScript, React",7.8,Frontend Developer,1
C15883,"TypeScript, JavaScript",5.7,Frontend Developer,0
C15884,"Python, Statistics",2.1,Data Scientist,0
C15885,"CSS, HTML, TypeScript",3.7,Frontend Developer,1
C15886,"TensorFlow, Python",9.8,Data Scientist,0
C15887,"AWS, Terraform, CI/CD",1.9,DevOps Engineer,0
C15888,"Terraform, Linux, AWS",2.0,DevOps Engineer,0
C15889,"TensorFlow, Machine Learning, Pandas",0.6,Data Scientist,0
C15890,"Dart, Firebase, Flutter, Swift, React Native",4.0,Mobile Developer,1
C15891,"Kubernetes, AWS, Docker, Linux",9.3,DevOps Engineer,1
C15892,"Docker, SQL, Microservices",1.8,Backend Developer,0
C15893,"TensorFlow, Python, Statistics, SQL, Pandas",7.1,Data Scientist,1
C15894,"AWS, Linux, Terraform, CI/CD",5.1,DevOps Engineer,1
C15895,"Statistics, SQL, TensorFlow, Pandas, Python",7.1,Data Scientist,1
C15896,"Docker, AWS, Linux, Kubernetes",9.9,DevOps Engineer,1
C15897,"Dart, Firebase",8.1,Mobile Developer,0
C15898,"HTML, React, CSS, JavaScript",4.4,Frontend Developer,1
C15899,"Linux, Terraform, Docker",7.2,DevOps Engineer,1
C15900,"Swift, Kotlin, React Native",7.9,Mobile Developer,1
C15901,"Docker, Kubernetes, Linux",9.7,DevOps Engineer,1
C15902,"Flutter, Swift",8.4,Mobile Developer,0
C15903,"TypeScript, CSS, React, JavaScript, Redux",1.7,Frontend Developer,0
C15904,"Terraform, Docker, Kubernetes, CI/CD",6.1,DevOps Engineer,1
C15905,"Docker, Spring",3.5,Backend Developer,0
C15906,"CSS, HTML, Redux, JavaScript, TypeScript",3.2,Frontend Developer,1
C15907,"Redux, React",5.9,Frontend Developer,0
C15908,"CSS, JavaScript, React",3.3,Frontend Developer,1
C15909,"JavaScript, HTML, React, Redux, CSS",7.7,Frontend Developer,1
C15910,"React Native, Dart",5.6,Mobile Developer,0
C15911,"Microservices, Docker, Java, Spring",2.5,Backend Developer,1
C15912,"React Native, Swift, Firebase, Dart",3.9,Mobile Developer,1
C15913,"Redux, HTML, TypeScript, CSS, JavaScript",6.4,Frontend Developer,1
C15914,"Linux, Docker",3.3,DevOps Engineer,0
C15915,"JavaScript, CSS",2.7,Frontend Developer,0
C15916,"TensorFlow, SQL, Machine Learning, Statistics",3.8,Data Scientist,1
C15917,"Linux, Kubernetes, Docker",1.4,DevOps Engineer,0
C15918,"Docker, CI/CD, AWS, Terraform, Linux",4.1,DevOps Engineer,1
C15919,"Spring, REST, Docker, SQL",6.8,Backend Developer,1
C15920,"Java, Spring, Microservices, SQL",8.1,Backend Developer,1
C15921,"TypeScript, JavaScript, React",1.9,Frontend Developer,0
C15922,"REST, Docker, Java, Microservices, Spring",9.1,Backend Developer,1
C15923,"CSS, JavaScript, Redux",4.2,Frontend Developer,1
C15924,"Microservices, SQL",3.0,Backend Developer,0
C15925,"Statistics, SQL, Python",4.4,Data Scientist,1
C15926,"Docker, SQL, Spring",4.4,Backend Developer,1
C15927,"Kotlin, Flutter, Swift, Dart, Firebase",2.1,Mobile Developer,1
C15928,"Redux, JavaScript, React, HTML",3.4,Frontend Developer,1
C15929,"Microservices, Java, REST, Docker, SQL",4.8,Backend Developer,1
C15930,"Kotlin, Flutter, Swift, React Native, Dart",1.2,Mobile Developer,0
C15931,"Redux, JavaScript, HTML, React, CSS",1.0,Frontend Developer,0
C15932,"SQL, Machine Learning, Python",8.4,Data Scientist,1
C15933,"JavaScript, CSS, TypeScript",5.8,Frontend Developer,1
C15934,"CI/CD, AWS, Terraform, Docker, Kubernetes",5.7,DevOps Engineer,1
C15935,"Machine Learning, Statistics",8.7,Data Scientist,0
C15936,"JavaScript, React, TypeScript",6.9,Frontend Developer,1
C15937,"TensorFlow, Pandas, Machine Learning, SQL",5.3,Data Scientist,1
C15938,"Dart, Swift, React Native",7.1,Mobile Developer,1
C15939,"CSS, TypeScript, JavaScript, Redux",4.0,Frontend Developer,1
C15940,"Docker, REST, Microservices, Spring, SQL",1.3,Backend Developer,0
C15941,"TensorFlow, Machine Learning, Pandas, SQL",2.3,Data Scientist,1
C15942,"Kotlin, Dart, React Native",7.6,Mobile Developer,1
C15943,"React Native, Dart",2.4,Mobile Developer,0
C15944,"React Native, Flutter, Dart, Kotlin, Firebase",2.7,Mobile Developer,1
C15945,"CSS, Redux, React",3.9,Frontend Developer,1
C15946,"React, HTML",8.4,Frontend Developer,0
C15947,"Machine Learning, Python, Pandas, Statistics",5.1,Data Scientist,1
C15948,"Terraform, Docker, Linux, AWS, CI/CD",1.1,DevOps Engineer,0
C15949,"Python, Pandas, TensorFlow, Machine Learning, Statistics",7.3,Data Scientist,1
C15950,"Pandas, Machine Learning, Python, TensorFlow, Statistics",7.8,Data Scientist,1
C15951,"Microservices, Java",2.9,Backend Developer,0
C15952,"HTML, React, TypeScript, CSS",2.7,Frontend Developer,1
C15953,"REST, Microservices, Java",6.1,Backend Developer,1
C15954,"REST, Spring, SQL",8.8,Backend Developer,1
C15955,"CSS, TypeScript, HTML, React, JavaScript",7.1,Frontend Developer,1
C15956,"SQL, Docker, Java, Microservices",2.1,Backend Developer,1
C15957,"Kotlin, Dart",6.3,Mobile Developer,0
C15958,"Microservices, SQL, Spring",6.0,Backend Developer,1
C15959,"SQL, Machine Learning, Statistics",2.9,Data Scientist,1
C15960,"Docker, AWS",7.8,DevOps Engineer,0
C15961,"CI/CD, Linux, AWS",2.0,DevOps Engineer,0
C15962,"Docker, CI/CD, Kubernetes, Terraform",7.9,DevOps Engineer,1
C15963,"React, CSS, JavaScript, Redux",3.4,Frontend Developer,1
C15964,"Statistics, SQL, Python",2.0,Data Scientist,0
C15965,"TensorFlow, SQL, Python, Machine Learning, Statistics",2.4,Data Scientist,1
C15966,"Statistics, Pandas",2.7,Data Scientist,0
C15967,"Pandas, SQL",8.1,Data Scientist,0
C15968,"Statistics, Machine Learning, TensorFlow",0.8,Data Scientist,0
C15969,"Terraform, AWS, Docker, CI/CD",6.8,DevOps Engineer,1
C15970,"Flutter, Swift, Kotlin, Firebase",1.5,Mobile Developer,0
C15971,"Microservices, REST, Java",4.3,Backend Developer,1
C15972,"React Native, Dart, Firebase, Swift, Kotlin",3.2,Mobile Developer,1
C15973,"CSS, JavaScript, HTML, React, TypeScript",4.5,Frontend Developer,1
C15974,"JavaScript, HTML, TypeScript",2.9,Frontend Developer,1
C15975,"Docker, Linux, Kubernetes",7.4,DevOps Engineer,1
C15976,"CSS, JavaScript, Redux",4.6,Frontend Developer,1
C15977,"React Native, Kotlin, Swift, Flutter",4.9,Mobile Developer,1
C15978,"Linux, Kubernetes, Terraform, CI/CD",1.0,DevOps Engineer,0
C15979,"REST, Docker, SQL",4.7,Backend Developer,1
C15980,"Docker, SQL, Microservices",5.1,Backend Developer,1
C15981,"Docker, Microservices, REST, Spring, SQL",9.3,Backend Developer,1
C15982,"HTML, CSS",4.0,Frontend Developer,0
C15983,"Pandas, SQL, Python, TensorFlow, Statistics",9.1,Data Scientist,1
C15984,"TypeScript, React, HTML, CSS",7.1,Frontend Developer,1
C15985,"Docker, REST, Microservices",7.8,Backend Developer,1
C15986,"SQL, Statistics, Python",1.8,Data Scientist,0
C15987,"Docker, Linux, CI/CD, AWS, Terraform",6.3,DevOps Engineer,1
C15988,"TensorFlow, Pandas",8.2,Data Scientist,0
C15989,"Statistics, SQL, Python, Machine Learning, Pandas",2.1,Data Scientist,1
C15990,"SQL, Microservices, Docker, REST, Spring",4.0,Backend Developer,1
C15991,"JavaScript, HTML, TypeScript",7.4,Frontend Developer,1
C15992,"Dart, Firebase",5.6,Mobile Developer,0
C15993,"React, Redux, JavaScript, TypeScript",9.8,Frontend Developer,1
C15994,"SQL, Pandas, Machine Learning",0.6,Data Scientist,0
C15995,"Docker, SQL, Spring",3.4,Backend Developer,1
C15996,"Machine Learning, Pandas, SQL, Python",1.7,Data Scientist,0
C15997,"CI/CD, Kubernetes",8.7,DevOps Engineer,0
C15998,"Kotlin, Dart, Flutter, React Native, Firebase",5.8,Mobile Developer,1
C15999,"Machine Learning, TensorFlow",5.5,Data Scientist,0
C16000,"CSS, Redux, TypeScript",2.6,Frontend Developer,1
C16001,"SQL, Microservices, REST, Java",6.6,Backend Developer,1
C16002,"SQL, Pandas, Python",9.3,Data Scientist,1
C16003,"Java, Docker, Microservices, Spring",3.4,Backend Developer,1
C16004,"Python, TensorFlow",1.5,Data Scientist,0
C16005,"Docker, Spring, Java, SQL, Microservices",3.7,Backend Developer,1
C16006,"Firebase, Dart, Flutter, React Native, Swift",5.2,Mobile Developer,1
C16007,"Docker, SQL, Microservices, REST",2.4,Backend Developer,1
C16008,"React, HTML, CSS, TypeScript, Redux",5.9,Frontend Developer,1
C16009,"Kubernetes, CI/CD, Docker",7.2,DevOps Engineer,1
C16010,"REST, Microservices, Docker, Spring, SQL",9.0,Backend Developer,1
C16011,"Java, Microservices, Spring, Docker",5.5,Backend Developer,1
C16012,"Kubernetes, AWS, Terraform, Docker, CI/CD",7.9,DevOps Engineer,1
C16013,"SQL, Docker, Microservices, Java",2.6,Backend Developer,1
C16014,"Machine Learning, Python",5.5,Data Scientist,0
C16015,"Machine Learning, SQL",7.7,Data Scientist,0
C16016,"Kotlin, Flutter, React Native",1.4,Mobile Developer,0
C16017,"Kubernetes, CI/CD, Terraform, Docker",2.7,DevOps Engineer,1
C16018,"Spring, REST, Docker, SQL, Microservices",0.5,Backend Developer,0
C16019,"Flutter, Kotlin",8.5,Mobile Developer,0
C16020,"React, TypeScript, JavaScript, Redux",8.6,Frontend Developer,1
C16021,"Firebase, Flutter, Kotlin, React Native, Dart",7.3,Mobile Developer,1
C16022,"Machine Learning, Pandas",8.3,Data Scientist,0
C16023,"HTML, React, Redux, CSS",7.8,Frontend Developer,1
C16024,"AWS, CI/CD, Docker, Kubernetes, Terraform",6.6,DevOps Engineer,1
C16025,"Redux, CSS, JavaScript, TypeScript",2.7,Frontend Developer,1
C16026,"Kubernetes, AWS",1.7,DevOps Engineer,0
C16027,"CSS, Redux, TypeScript, React, JavaScript",8.7,Frontend Developer,1
C16028,"React Native, Dart",7.0,Mobile Developer,0
C16029,"Linux, Terraform, AWS, CI/CD",2.7,DevOps Engineer,1
C16030,"Java, SQL, Docker, Spring",4.9,Backend Developer,1
C16031,"Firebase, Flutter, React Native, Swift",9.8,Mobile Developer,1
C16032,"JavaScript, React, Redux, HTML",3.0,Frontend Developer,1
C16033,"Statistics, Machine Learning, SQL, Python",4.7,Data Scientist,1
C16034,"Terraform, Docker, Linux",4.9,DevOps Engineer,1
C16035,"Spring, Docker, REST, SQL",1.0,Backend Developer,0
C16036,"Pandas, Statistics",8.5,Data Scientist,0
C16037,"Linux, Docker",1.1,DevOps Engineer,0
C16038,"CI/CD, Terraform, Kubernetes, Docker, AWS",2.7,DevOps Engineer,1
C16039,"Swift, Dart, Kotlin, Flutter",4.4,Mobile Developer,1
C16040,"TensorFlow, SQL, Machine Learning, Statistics",3.2,Data Scientist,1
C16041,"Kubernetes, Terraform",7.5,DevOps Engineer,0
C16042,"SQL, Docker, Microservices",7.7,Backend Developer,1
C16043,"React Native, Firebase, Flutter, Kotlin, Dart",5.8,Mobile Developer,1
C16044,"Swift, React Native, Dart, Firebase, Flutter",5.8,Mobile Developer,1
C16045,"React Native, Kotlin, Dart",8.4,Mobile Developer,1
C16046,"Kotlin, Firebase",5.8,Mobile Developer,0
C16047,"TypeScript, Redux, CSS, HTML",3.9,Frontend Developer,1
C16048,"AWS, Linux, Terraform, CI/CD",4.8,DevOps Engineer,1
C16049,"Microservices, REST, Java, SQL, Docker",6.3,Backend Developer,1
C16050,"Spring, Docker",3.8,Backend Developer,0
C16051,"Firebase, Flutter",3.2,Mobile Developer,0
C16052,"TypeScript, CSS, HTML",5.2,Frontend Developer,1
C16053,"Microservices, REST, SQL, Docker",4.2,Backend Developer,1
C16054,"Linux, AWS, CI/CD, Terraform",6.8,DevOps Engineer,1
C16055,"Redux, CSS, React, HTML",3.2,Frontend Developer,1
C16056,"AWS, Docker, CI/CD",7.1,DevOps Engineer,1
C16057,"Redux, HTML",8.7,Frontend Developer,0
C16058,"Redux, React, CSS, TypeScript, HTML",2.5,Frontend Developer,1
C16059,"Kotlin, React Native, Dart, Firebase",4.1,Mobile Developer,1
C16060,"Python, Machine Learning",8.8,Data Scientist,0
C16061,"CSS, TypeScript, React",7.0,Frontend Developer,1
C16062,"Docker, Kubernetes, Linux",7.1,DevOps Engineer,1
C16063,"Pandas, SQL, Statistics",5.9,Data Scientist,1
C16064,"Swift, Dart, Kotlin, React Native",2.8,Mobile Developer,1
C16065,"TypeScript, React, JavaScript, HTML",8.6,Frontend Developer,1
C16066,"Terraform, Docker",3.0,DevOps Engineer,0
C16067,"Flutter, React Native, Kotlin, Dart",6.8,Mobile Developer,1
C16068,"Flutter, Firebase",8.9,Mobile Developer,0
C16069,"Terraform, Kubernetes, Linux, CI/CD",3.8,DevOps Engineer,1
C16070,"TensorFlow, Python, Pandas, Statistics",5.7,Data Scientist,1
C16071,"CSS, React, HTML, Redux",6.4,Frontend Developer,1
C16072,"Microservices, SQL",9.2,Backend Developer,0
C16073,"React Native, Swift, Flutter, Firebase",4.1,Mobile Developer,1
C16074,"Kotlin, Firebase, Flutter, Dart, React Native",3.3,Mobile Developer,1
C16075,"Swift, Dart, Kotlin, Flutter, Firebase",6.0,Mobile Developer,1
C16076,"Flutter, Swift, React Native, Dart",6.1,Mobile Developer,1
C16077,"Docker, SQL, Java, Spring",5.0,Backend Developer,1
C16078,"Machine Learning, TensorFlow, Statistics, Python",2.9,Data Scientist,1
C16079,"AWS, CI/CD",0.7,DevOps Engineer,0
C16080,"Machine Learning, SQL, TensorFlow",8.9,Data Scientist,1
C16081,"CI/CD, Linux, Kubernetes",5.2,DevOps Engineer,1
C16082,"Flutter, Dart, Firebase, Kotlin",6.0,Mobile Developer,1
C16083,"Docker, Linux, Kubernetes",3.2,DevOps Engineer,1
C16084,"CSS, Redux, TypeScript, React, JavaScript",2.3,Frontend Developer,1
C16085,"SQL, Spring, Docker",4.3,Backend Developer,1
C16086,"Flutter, React Native, Swift",3.3,Mobile Developer,1
C16087,"CI/CD, Linux",6.2,DevOps Engineer,0
C16088,"CI/CD, Kubernetes, Docker, Terraform, AWS",2.0,DevOps Engineer,0
C16089,"Statistics, Python, Pandas, SQL",8.3,Data Scientist,1
C16090,"Docker, AWS, Terraform, Kubernetes",4.7,DevOps Engineer,1
C16091,"SQL, Pandas, Statistics, TensorFlow",6.8,Data Scientist,1
C16092,"Microservices, SQL, Java, Docker",7.2,Backend Developer,1
C16093,"Firebase, Flutter, Kotlin, Swift, Dart",6.6,Mobile Developer,1
C16094,"Dart, React Native, Firebase",9.3,Mobile Developer,1
C16095,"CSS, HTML, TypeScript, Redux",6.3,Frontend Developer,1
C16096,"CSS, React, JavaScript, TypeScript",7.0,Frontend Developer,1
C16097,"React, HTML",6.5,Frontend Developer,0
C16098,"HTML, CSS, Redux",5.6,Frontend Developer,1
C16099,"REST, Docker, SQL",8.5,Backend Developer,1
C16100,"Swift, React Native, Flutter, Kotlin, Firebase",3.8,Mobile Developer,1
C16101,"TypeScript, JavaScript, CSS",7.2,Frontend Developer,1
C16102,"JavaScript, HTML, Redux",1.5,Frontend Developer,0
C16103,"Linux, AWS, CI/CD, Kubernetes",2.5,DevOps Engineer,1
C16104,"Terraform, Docker",3.1,DevOps Engineer,0
C16105,"Java, Spring, Microservices, SQL",9.5,Backend Developer,1
C16106,"TensorFlow, Machine Learning",8.8,Data Scientist,0
C16107,"React Native, Swift, Flutter, Kotlin",1.2,Mobile Developer,0
C16108,"Statistics, SQL, Python",7.1,Data Scientist,1
C16109,"Flutter, Swift",9.6,Mobile Developer,0
C16110,"Microservices, REST, Docker, Spring",4.1,Backend Developer,1
C16111,"Docker, REST",8.4,Backend Developer,0
C16112,"React Native, Firebase, Dart",2.2,Mobile Developer,1
C16113,"Kotlin, Firebase, Swift, React Native, Flutter",7.6,Mobile Developer,1
C16114,"Statistics, Python, TensorFlow, Pandas",7.4,Data Scientist,1
C16115,"Linux, Terraform, CI/CD, AWS, Kubernetes",9.7,DevOps Engineer,1
C16116,"Machine Learning, SQL, Pandas, Python",4.8,Data Scientist,1
C16117,"JavaScript, React, CSS, TypeScript, Redux",1.0,Frontend Developer,0
C16118,"Python, Pandas, Statistics, TensorFlow, Machine Learning",4.8,Data Scientist,1
C16119,"TensorFlow, SQL, Machine Learning",8.8,Data Scientist,1
C16120,"CI/CD, Linux, Kubernetes, Terraform, AWS",6.8,DevOps Engineer,1
C16121,"Dart, Firebase",6.2,Mobile Developer,0
C16122,"Java, SQL, Docker",3.3,Backend Developer,1
C16123,"Docker, AWS",0.7,DevOps Engineer,0
C16124,"CSS, HTML, TypeScript, JavaScript",5.4,Frontend Developer,1
C16125,"Java, Docker, Microservices",6.3,Backend Developer,1
C16126,"Terraform, Kubernetes, AWS",3.7,DevOps Engineer,1
C16127,"Linux, CI/CD, Terraform",6.3,DevOps Engineer,1
C16128,"Redux, React",2.9,Frontend Developer,0
C16129,"Docker, CI/CD, Linux",0.5,DevOps Engineer,0
C16130,"CI/CD, Docker, AWS, Terraform, Linux",9.2,DevOps Engineer,1
C16131,"Swift, Dart, Firebase, Kotlin, React Native",1.9,Mobile Developer,0
C16132,"CSS, Redux, TypeScript, React, HTML",8.9,Frontend Developer,1
C16133,"Python, Statistics, SQL, TensorFlow, Pandas",5.1,Data Scientist,1
C16134,"AWS, CI/CD, Kubernetes",1.6,DevOps Engineer,0
C16135,"Microservices, Java, SQL",2.2,Backend Developer,1
C16136,"Statistics, Machine Learning, Python, SQL",1.2,Data Scientist,0
C16137,"Docker, CI/CD, Kubernetes, Terraform, AWS",2.5,DevOps Engineer,1
C16138,"Pandas, SQL",3.1,Data Scientist,0
C16139,"Kotlin, Flutter, Dart, Firebase, Swift",5.6,Mobile Developer,1
C16140,"Linux, Terraform, CI/CD, Docker",5.5,DevOps Engineer,1
C16141,"Python, Statistics, Machine Learning, SQL",3.2,Data Scientist,1
C16142,"Linux, Kubernetes, Docker",5.9,DevOps Engineer,1
C16143,"Machine Learning, SQL, TensorFlow, Statistics",9.8,Data Scientist,1
C16144,"Spring, Docker",9.2,Backend Developer,0
C16145,"Kubernetes, AWS, Docker",9.7,DevOps Engineer,1
C16146,"Linux, Kubernetes, CI/CD",3.6,DevOps Engineer,1
C16147,"Python, Pandas, SQL, TensorFlow",3.8,Data Scientist,1
C16148,"Spring, Microservices",9.4,Backend Developer,0
C16149,"TensorFlow, Python, Pandas",6.9,Data Scientist,1
C16150,"Flutter, React Native",0.8,Mobile Developer,0
C16151,"TensorFlow, Machine Learning, SQL",7.4,Data Scientist,1
C16152,"Python, Machine Learning, TensorFlow, Statistics",9.1,Data Scientist,1
C16153,"SQL, REST, Java",6.3,Backend Developer,1
C16154,"Java, Spring, REST, Docker, Microservices",8.5,Backend Developer,1
C16155,"REST, Spring",8.5,Backend Developer,0
C16156,"Java, REST, SQL",4.9,Backend Developer,1
C16157,"Docker, AWS, Kubernetes, Linux",8.9,DevOps Engineer,1
C16158,"Docker, CI/CD, Kubernetes",9.0,DevOps Engineer,1
C16159,"Kotlin, React Native",2.2,Mobile Developer,0
C16160,"Swift, Flutter",9.2,Mobile Developer,0
C16161,"Linux, CI/CD, AWS, Docker, Kubernetes",3.7,DevOps Engineer,1
C16162,"Terraform, AWS, Linux, Kubernetes, CI/CD",6.2,DevOps Engineer,1
C16163,"CI/CD, Linux",9.9,DevOps Engineer,0
C16164,"Python, Pandas, TensorFlow, Statistics",2.0,Data Scientist,0
C16165,"REST, Java, SQL, Docker, Microservices",6.9,Backend Developer,1
C16166,"Flutter, React Native, Kotlin, Dart, Swift",8.5,Mobile Developer,1
C16167,"Dart, Kotlin, Firebase",2.4,Mobile Developer,1
C16168,"TypeScript, HTML, React",0.9,Frontend Developer,0
C16169,"Linux, AWS, Kubernetes",9.1,DevOps Engineer,1
C16170,"Microservices, Spring, SQL",8.8,Backend Developer,1
C16171,"Microservices, Docker",2.3,Backend Developer,0
C16172,"Microservices, Docker, Spring",9.3,Backend Developer,1
C16173,"Machine Learning, Python, Statistics",5.3,Data Scientist,1
C16174,"React, CSS, JavaScript, Redux, HTML",6.7,Frontend Developer,1
C16175,"Python, Pandas, Statistics, SQL, TensorFlow",7.8,Data Scientist,1
C16176,"Java, Microservices, Spring, REST, Docker",7.7,Backend Developer,1
C16177,"Spring, REST",7.3,Backend Developer,0
C16178,"CI/CD, Linux, AWS, Docker, Kubernetes",6.7,DevOps Engineer,1
C16179,"Firebase, Flutter, Swift, Kotlin, React Native",3.9,Mobile Developer,1
C16180,"Linux, CI/CD, AWS, Docker",7.8,DevOps Engineer,1
C16181,"Flutter, Swift",4.2,Mobile Developer,0
C16182,"Swift, Kotlin, Dart",5.2,Mobile Developer,1
C16183,"React, Redux, JavaScript",1.0,Frontend Developer,0
C16184,"Redux, TypeScript, React, HTML, CSS",2.5,Frontend Developer,1
C16185,"TensorFlow, Python, SQL",7.2,Data Scientist,1
C16186,"Dart, Kotlin, Swift, React Native, Firebase",3.3,Mobile Developer,1
C16187,"SQL, Docker, Microservices, Spring, REST",1.8,Backend Developer,0
C16188,"REST, Spring",1.5,Backend Developer,0
C16189,"CI/CD, Linux, AWS, Terraform",3.8,DevOps Engineer,1
C16190,"Flutter, Swift, React Native, Firebase",2.6,Mobile Developer,1
C16191,"AWS, Docker",7.9,DevOps Engineer,0
C16192,"HTML, TypeScript, React, Redux, JavaScript",7.0,Frontend Developer,1
C16193,"AWS, Terraform, CI/CD",9.3,DevOps Engineer,1
C16194,"Terraform, Kubernetes, CI/CD",3.9,DevOps Engineer,1
C16195,"Java, Docker",6.2,Backend Developer,0
C16196,"TypeScript, HTML, JavaScript",2.4,Frontend Developer,1
C16197,"SQL, REST, Microservices, Java, Spring",7.9,Backend Developer,1
C16198,"CSS, Redux, TypeScript, JavaScript",4.1,Frontend Developer,1
C16199,"Microservices, REST, Java, SQL, Docker",3.7,Backend Developer,1
C16200,"Microservices, SQL, REST",8.6,Backend Developer,1
C16201,"REST, Spring, SQL",2.0,Backend Developer,0
C16202,"Linux, Docker, Kubernetes, CI/CD",2.2,DevOps Engineer,1
C16203,"SQL, Python, Machine Learning, Statistics",6.3,Data Scientist,1
C16204,"Microservices, SQL, Java",3.7,Backend Developer,1
C16205,"AWS, CI/CD, Kubernetes, Docker",9.2,DevOps Engineer,1
C16206,"Kotlin, Firebase",6.6,Mobile Developer,0
C16207,"Dart, Swift, Kotlin, React Native, Flutter",8.5,Mobile Developer,1
C16208,"Swift, Kotlin, Dart",5.1,Mobile Developer,1
C16209,"Swift, Flutter",6.1,Mobile Developer,0
C16210,"CI/CD, AWS",1.6,DevOps Engineer,0
C16211,"TensorFlow, Machine Learning, Statistics, SQL, Python",1.6,Data Scientist,0
C16212,"Swift, React Native, Kotlin",5.2,Mobile Developer,1
C16213,"Terraform, CI/CD, AWS",4.2,DevOps Engineer,1
C16214,"TypeScript, CSS, React, HTML, Redux",3.8,Frontend Developer,1
C16215,"Python, Machine Learning, Pandas",5.2,Data Scientist,1
C16216,"Machine Learning, Pandas, SQL, Statistics, TensorFlow",8.4,Data Scientist,1
C16217,"Linux, AWS",5.3,DevOps Engineer,0
C16218,"React Native, Kotlin, Dart",1.5,Mobile Developer,0
C16219,"AWS, Docker",9.6,DevOps Engineer,0
C16220,"Kubernetes, Linux, AWS, Terraform",8.6,DevOps Engineer,1
C16221,"Pandas, Statistics, TensorFlow, Python",7.2,Data Scientist,1
C16222,"Python, Statistics, TensorFlow, Machine Learning, SQL",7.2,Data Scientist,1
C16223,"Kotlin, Firebase, Dart",6.7,Mobile Developer,1
C16224,"Linux, CI/CD",1.9,DevOps Engineer,0
C16225,"Flutter, React Native, Kotlin, Dart, Firebase",4.2,Mobile Developer,1
C16226,"React Native, Dart, Swift, Firebase, Flutter",1.3,Mobile Developer,0
C16227,"HTML, TypeScript, Redux, JavaScript",2.4,Frontend Developer,1
C16228,"Java, Docker, Microservices",9.6,Backend Developer,1
C16229,"React, Redux, JavaScript, CSS",9.7,Frontend Developer,1
C16230,"TypeScript, Redux, CSS, JavaScript",6.1,Frontend Developer,1
C16231,"AWS, Kubernetes",8.3,DevOps Engineer,0
C16232,"Python, Pandas, Machine Learning, TensorFlow",0.9,Data Scientist,0
C16233,"Linux, Docker, Kubernetes, Terraform, AWS",4.2,DevOps Engineer,1
C16234,"Spring, Java, SQL, Docker",7.9,Backend Developer,1
C16235,"Microservices, Spring, SQL, Java",2.5,Backend Developer,1
C16236,"SQL, Java, Docker",5.2,Backend Developer,1
C16237,"Python, TensorFlow, Pandas, Statistics, Machine Learning",8.9,Data Scientist,1
C16238,"Terraform, CI/CD, Linux",6.8,DevOps Engineer,1
C16239,"Flutter, React Native",7.8,Mobile Developer,0
C16240,"Kubernetes, CI/CD, AWS, Terraform, Docker",7.3,DevOps Engineer,1
C16241,"Firebase, Dart",7.7,Mobile Developer,0
C16242,"SQL, Machine Learning",4.4,Data Scientist,0
C16243,"REST, Java, Microservices, Spring, Docker",1.6,Backend Developer,0
C16244,"HTML, CSS, React, JavaScript",6.9,Frontend Developer,1
C16245,"React, TypeScript",7.2,Frontend Developer,0
C16246,"Kotlin, Swift, React Native",2.4,Mobile Developer,1
C16247,"Linux, CI/CD, AWS",6.2,DevOps Engineer,1
C16248,"Redux, React",3.9,Frontend Developer,0
C16249,"HTML, TypeScript",5.8,Frontend Developer,0
C16250,"AWS, Terraform",8.5,DevOps Engineer,0
C16251,"Microservices, SQL",2.9,Backend Developer,0
C16252,"Flutter, React Native",5.1,Mobile Developer,0
C16253,"Redux, JavaScript, CSS, React",5.1,Frontend Developer,1
C16254,"Machine Learning, SQL",4.4,Data Scientist,0
C16255,"Microservices, Spring, Java, SQL, Docker",9.0,Backend Developer,1
C16256,"Spring, Microservices, REST, SQL",6.2,Backend Developer,1
C16257,"Machine Learning, Pandas, Python, TensorFlow, SQL",4.4,Data Scientist,1
C16258,"Docker, Linux, Terraform, AWS",1.2,DevOps Engineer,0
C16259,"Kubernetes, AWS, Docker, Linux",1.0,DevOps Engineer,0
C16260,"CSS, React, HTML, JavaScript",3.8,Frontend Developer,1
C16261,"Kotlin, Dart, React Native, Swift, Flutter",7.2,Mobile Developer,1
C16262,"Swift, Firebase, Dart, React Native",9.7,Mobile Developer,1
